,reviewtext,reviewdate,reviewrating,reviewview,reviewlikes,Links,brand
116,"Poor performance... Pickup is not satisfying numbers. The average is very low as ComPare to the company claimed... Feeling trapped with this new company. If there would b any chance then I would like to take my money back... One month's driving experience was very frustrating and trauma.
Read More"," Nov 27, 2019  ",1, 885 Views,5,https://www.cardekho.com/kia/seltos/user-reviews/5,Kia
117,"Awesome car and excellent driving experience. What an AC which adjusts in car. It was a good experience in my life.
"," Nov 27, 2019  ",5, 50 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/5,Kia
118,"Best, but not have some features according to XUV 300 have more features than Seltos. According to price xuv300 have low.. Kia Seltos have less service XUV300 gave better than Kia Seltos. Break assist is not there and it has fewer options better than other cars.
Read More"," Nov 27, 2019  ",2, 279 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/5,Kia
119,"Perfect in class, design, interior, perfect in mileage, ground clearance. Perfect is the final word for it.
"," Nov 26, 2019  ",5, 48 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/5,Kia
120,"The very amazing thing about KIA is that they are offering free servicing for 5 years, it means you only drive it, servicing is free by KIA.
"," Nov 27, 2019  ",5, 112 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/5,Kia
121,"Very nice car. It is very comfortable for a family. It is really like an SUV with a very beautiful interior.
"," Nov 27, 2019  ",5, 43 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/5,Kia
122,"The car looks great and we have purchased the diesel auto top-end model in which all the things are great. But illuminated keys for windows and door lock is missing. We have to search for the buttons in the dark. Overall the car is great in performance and looks.
Read More"," Nov 27, 2019  ",5, 1229 Views,2,https://www.cardekho.com/kia/seltos/user-reviews/5,Kia
123,"Very comfortable and adjustable seat, the front panel is good in looks, navigation is average, the car looks good from outside.
"," Nov 27, 2019  ",4, 49 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/5,Kia
124,"KIA Seltos is completely spacious and is a smooth experience. It is worth 12 lakhs and is simply amazing. Seltos comes with a touch screen music panel and is quite good in function. Good mileage and pick up.
Read More"," Nov 26, 2019  ",5, 434 Views,2,https://www.cardekho.com/kia/seltos/user-reviews/5,Kia
125,"KIA Seltos is a very nice car with the great built quality and lots of amazing features. The driving is also very comfortable on any kind of road.
"," Nov 26, 2019  ",5, 34 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/5,Kia
126,"The top model in the diesel engine is too amazing. Its too silent when the car is switched off or when its turn on, it has very good sound quality, great boot space, amazing interior features, the feature of cooling, the rear seats is also great, back camera has superb quality, its very smooth no matter it is on which speed, the lights below the da...Read More"," Nov 26, 2019  ",5, 2085 Views,3,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
127,"It is an excellent car with good features. It moves smoothly on off-roads. Its suspension is also good. It gives you good mileage with the best sound system which makes your ride wonderful and makes you feel luxurious. You can buy this with closed eyes. It's the best car I have seen ever in my life.
Read More"," Nov 25, 2019  ",5, 290 Views,3,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
128,"I just got the chance to sit in one of my uncle's Kia Seltos and what can I say I was just trying to find any flaws but I couldn't. Everything is so perfect in this price bracket that you can't imagine this level of comfort and quality in a car, I just loved it.
Read More"," Nov 25, 2019  ",5, 304 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
129,"Good looking car and the ground clearance is sufficient as compared to other cars as it is very important for the driving experience.
"," Nov 25, 2019  ",4, 46 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
130,"Excellent car with good suspension and a great car for long drives. The mileage is ok for the city drive. You can buy this car with closed eyes.
"," Nov 25, 2019  ",5, 38 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
131,"Excellent to drive and comfortable, features are excellent. Best in the segment. Overall, Value for money car.
"," Nov 26, 2019  ",5, 40 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
132,"This car is excellent in driving and features are amazing. The front of the car is very attractive and the full LED looks amazing at night.
"," Nov 26, 2019  ",5, 31 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
133,"I have purchased KIA Seltos HTK Petrol last month, and I am fully satisfied with the my Seltos. The overall performance of the car is amazing in terms of driving experience, infotainment system, build and at last the mileage of Kia Seltos. I have almost driven 1700 KM and average coming 15KMPL in the city, and goes 20KMPL on highways. So, I am high...Read More"," Nov 26, 2019  ",5, 797 Views,2,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
134,"The design of this car is very nice. Bose speakers are of nice quality and the sound is excellent, sunroof is an add on with very nice alloys in the top model. 
"," Nov 26, 2019  ",5, 29 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
135,"Kia Seltos is one of the good specific SUV in economic range of budget. It is a more functional car compared to other cars.
"," Nov 25, 2019  ",4, 36 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
136,"Kia Seltos is a perfect car. Its design, looks, features and build quality are so excellent. Especially for our Indian roads feels so comfortable and the mileage what the car is offering is just awesome and the performance is just fantastic. The beautiful things are LED and the DRLs design, UVO Connected car - KIA(Know It All), ventilated seats, sm...Read More"," Nov 25, 2019  ",5, 1575 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
137,"It's a wonderful car. All features are good and you will feel like a plane. I am very satisfied with this car. It runs very smoothly without any bounces on off-roads. The driving experience is awesome.
Read More"," Nov 25, 2019  ",5, 347 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
138,"It's a great car with excellent features. Looks are also awesome. All accessories are comfortable and safe.
"," Nov 25, 2019  ",5, 38 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
139,"This car is very good. Fully loaded with all features and comfort. The space is excellent. This car looks like a high-level car. I referred to all to take the test drive and share your experience. The car is very safe and very solid.
Read More"," Nov 25, 2019  ",5, 156 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
140,"I think it the best SUV ever launched, value for money, attractive colors, full options and good mileage than other cars.
"," Nov 25, 2019  ",5, 35 Views,3,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
141,"Very nice car, powerful engine, looks very stylish among all cars and its a new concept car.
"," Nov 24, 2019  ",5, 31 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
142,"I have Kia Seltos GTX Plus in red color. It has awesome looks, superb interiors, a good loud music system and ample space.
"," Nov 24, 2019  ",5, 36 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
143,"Its drive is very smooth and comfortable. The car gives very good mileage. It is best in all its rivals. Its price is best compared to other cars according to looks and features. It is among the best cars in this segment. It can be compared to other luxurious cars in India. The car is excellent for off-roading, city drives and long drives with the ...Read More"," Nov 24, 2019  ",5, 114 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
144,"The front look (tiger-nose) is amazing. Riding quality is ok. The rear seat is comfortable and the connectivity is fine.
"," Nov 24, 2019  ",5, 28 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
145,"As Kia is new to India, it is taking time for sales but it is superb in performance with stunning design for Indian roads, wonderful interior and reliving mileage so its a perfect SUV.
Read More"," Nov 24, 2019  ",5, 37 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
146,"Perfect car in this price range. Not a single car in this price range has ventilated seats. BOSE speakers are awesome too.
"," Nov 23, 2019  ",4, 29 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
147,"It is a car with a master body and a powerful engine The transmission is smooth and the parking position is super and tyres are super smooth and the seats are very good. It's not just a machine, it is the master of all machines and this is the first Kia car in India. One important thing is that the body design is fantastic and in night light visibi...Read More"," Nov 23, 2019  ",5, 237 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
148,"For a car, at this price, it is definitely a good deal. Got the automatic 1.4-liter Petrol variant and let me tell you it's a charm to drive this beauty. The gear shift is ever so smooth and linear power delivery makes it good to ride.
Read More"," Nov 23, 2019  ",5, 157 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
149,"I like the design of this car, it is unique and the key factor is the quality and overall features they provide. The features they provide are the ones that you see only in those high budget cars.
Read More"," Nov 23, 2019  ",4, 52 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
150,"Really a great car that I want to buy. Especially Top-Spec GTI (DCT) version in which the performance of the engine is top-notch. The 10-inch Infosystem and 1.4 Litre turbocharged petrol engine with 140 BHP of power gives a performance of the luxury car and its features without spending 30 Lakhs go for it. Even DRL's design is looking phenomenal.
Read More"," Nov 23, 2019  ",5, 608 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
151,"Best under in this segment. The handling is superb and features are top end. The exterior looks very impressive and the interior is also rich in class. I must prefer this car in the place of other cars under this range. The seats are best in class and luxurious. This is my first car and I am happy with it.
Read More"," Nov 24, 2019  ",5, 40 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
152,"Still, we have to see the Seltos performance but not bad and boot space is less and for less amount, the car gives more specification.
"," Nov 23, 2019  ",3, 157 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
153,"Feels like a luxury car. The car is awesome, they perform like a Kia. This car is best for a family.
"," Nov 23, 2019  ",5, 44 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
154,"This Compact SUV is better than other cars. It is one of my favorite cars and a dream car. The car price is also affordable.
"," Nov 23, 2019  ",5, 28 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
155,"Good, excellent car. This car is the best, the drive is very smooth and sounds like a good beast.
"," Nov 23, 2019  ",5, 22 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/6,Kia
156,"The things that are most fascinating and important:-

1. Performance - The Kia Seltos has a very enthusiastic approach to the driving experience. The GT line never lets you down at any cost.

2. Driving experience - Driving experience of the Kia Seltos is absolutely a segment above or two. I have driven as well as had a ride in Audi a4, Mercedes Be...Read More"," Nov 23, 2019  ",5, 8899 Views,15,https://www.cardekho.com/kia/seltos/user-reviews/7,Kia
